state_name,district_name,disability_type,age_group (Years),Male_count,female_count,total
Rajasthan,Chittorgarh,Leprosy Cured,80 Year and above,1,0,1
Uttar Pradesh,Chitrakoot,Leprosy Cured,6-15 Years,4,2,6
Uttar Pradesh,Chitrakoot,Leprosy Cured,15-35 Years,24,11,35
Uttar Pradesh,Chitrakoot,Leprosy Cured,35-60 Years,50,13,63
Uttar Pradesh,Chitrakoot,Leprosy Cured,60-80 Years,17,5,22
Uttar Pradesh,Chitrakoot,Leprosy Cured,80 Year and above,4,0,4
Karnataka,Chitradurga,Leprosy Cured,0-6 Years,0,1,1
Karnataka,Chitradurga,Leprosy Cured,6-15 Years,2,0,2
Karnataka,Chitradurga,Leprosy Cured,15-35 Years,5,0,5
Karnataka,Chitradurga,Leprosy Cured,35-60 Years,7,3,10
Karnataka,Chitradurga,Leprosy Cured,60-80 Years,6,2,8
Assam,Chirang,Leprosy Cured,35-60 Years,1,0,1
Karnataka,Chikkamagaluru,Leprosy Cured,15-35 Years,1,1,2
Karnataka,Chikkamagaluru,Leprosy Cured,35-60 Years,3,3,6
Karnataka,Chikkamagaluru,Leprosy Cured,60-80 Years,1,1,2
Karnataka,Chikkaballapura,Leprosy Cured,6-15 Years,0,2,2
Karnataka,Chikkaballapura,Leprosy Cured,15-35 Years,0,1,1
Karnataka,Chikkaballapura,Leprosy Cured,35-60 Years,11,5,16
Karnataka,Chikkaballapura,Leprosy Cured,60-80 Years,8,5,13
Karnataka,Chikkaballapura,Leprosy Cured,80 Year and above,0,1,1
Gujarat,Chhotaudepur,Leprosy Cured,6-15 Years,0,1,1
Madhya Pradesh,Chhindwara,Leprosy Cured,6-15 Years,0,1,1
Madhya Pradesh,Chhindwara,Leprosy Cured,15-35 Years,9,8,17
Madhya Pradesh,Chhindwara,Leprosy Cured,35-60 Years,30,18,48
Madhya Pradesh,Chhindwara,Leprosy Cured,60-80 Years,14,1,15
Madhya Pradesh,Chhindwara,Leprosy Cured,80 Year and above,1,0,1
Madhya Pradesh,Chhatarpur,Leprosy Cured,15-35 Years,5,3,8
Madhya Pradesh,Chhatarpur,Leprosy Cured,35-60 Years,8,1,9
Madhya Pradesh,Chhatarpur,Leprosy Cured,60-80 Years,3,1,4
Tamil Nadu,Chennai,Leprosy Cured,15-35 Years,4,1,5
Tamil Nadu,Chennai,Leprosy Cured,35-60 Years,45,28,73
Tamil Nadu,Chennai,Leprosy Cured,60-80 Years,78,32,110
Tamil Nadu,Chennai,Leprosy Cured,80 Year and above,14,3,17
Tamil Nadu,Chengalpattu,Leprosy Cured,15-35 Years,0,1,1
Tamil Nadu,Chengalpattu,Leprosy Cured,35-60 Years,36,24,60
Tamil Nadu,Chengalpattu,Leprosy Cured,60-80 Years,51,27,78
Tamil Nadu,Chengalpattu,Leprosy Cured,80 Year and above,10,5,15
Jharkhand,Chatra,Leprosy Cured,0-6 Years,1,0,1
Jharkhand,Chatra,Leprosy Cured,6-15 Years,0,1,1
Jharkhand,Chatra,Leprosy Cured,15-35 Years,2,0,2
Jharkhand,Chatra,Leprosy Cured,35-60 Years,0,1,1
Haryana,Charki Dadri,Leprosy Cured,15-35 Years,0,1,1
Haryana,Charki Dadri,Leprosy Cured,60-80 Years,0,1,1
Assam,Charaideo,Leprosy Cured,0-6 Years,1,0,1
Assam,Charaideo,Leprosy Cured,35-60 Years,1,0,1
Maharashtra,Chandrapur,Leprosy Cured,15-35 Years,18,11,29
Maharashtra,Chandrapur,Leprosy Cured,35-60 Years,77,36,113
Maharashtra,Chandrapur,Leprosy Cured,60-80 Years,54,26,80
Maharashtra,Chandrapur,Leprosy Cured,80 Year and above,1,1,2
Chandigarh,Chandigarh,Leprosy Cured,6-15 Years,0,1,1
Chandigarh,Chandigarh,Leprosy Cured,15-35 Years,2,2,4
Chandigarh,Chandigarh,Leprosy Cured,35-60 Years,5,2,7
Chandigarh,Chandigarh,Leprosy Cured,60-80 Years,1,0,1
Uttar Pradesh,Chandauli,Leprosy Cured,15-35 Years,48,11,59
Uttar Pradesh,Chandauli,Leprosy Cured,35-60 Years,152,28,180
Uttar Pradesh,Chandauli,Leprosy Cured,60-80 Years,69,6,75
Uttar Pradesh,Chandauli,Leprosy Cured,80 Year and above,3,1,4
Mizoram,Champhai,Leprosy Cured,35-60 Years,0,1,1
Uttarakhand,Champawat,Leprosy Cured,35-60 Years,1,1,2
Uttarakhand,Chamoli,Leprosy Cured,15-35 Years,4,0,4
Uttarakhand,Chamoli,Leprosy Cured,35-60 Years,0,1,1
Uttarakhand,Chamoli,Leprosy Cured,60-80 Years,1,0,1
Karnataka,Chamarajanagara,Leprosy Cured,15-35 Years,3,2,5
Karnataka,Chamarajanagara,Leprosy Cured,35-60 Years,9,2,11
Karnataka,Chamarajanagara,Leprosy Cured,60-80 Years,10,0,10
Karnataka,Chamarajanagara,Leprosy Cured,80 Year and above,0,1,1
Delhi,Central,Leprosy Cured,35-60 Years,1,0,1
Assam,Cachar,Leprosy Cured,35-60 Years,4,0,4
Assam,Cachar,Leprosy Cured,60-80 Years,1,0,1
Bihar,Buxar,Leprosy Cured,6-15 Years,2,2,4
Bihar,Buxar,Leprosy Cured,15-35 Years,32,11,43
Bihar,Buxar,Leprosy Cured,35-60 Years,84,19,103
Bihar,Buxar,Leprosy Cured,60-80 Years,45,10,55
Bihar,Buxar,Leprosy Cured,80 Year and above,3,1,4
Madhya Pradesh,Burhanpur,Leprosy Cured,0-6 Years,0,1,1
Madhya Pradesh,Burhanpur,Leprosy Cured,6-15 Years,1,1,2
Madhya Pradesh,Burhanpur,Leprosy Cured,15-35 Years,4,1,5
Madhya Pradesh,Burhanpur,Leprosy Cured,35-60 Years,2,2,4
Rajasthan,Bundi,Leprosy Cured,15-35 Years,4,1,5
Rajasthan,Bundi,Leprosy Cured,35-60 Years,19,4,23
Rajasthan,Bundi,Leprosy Cured,60-80 Years,4,4,8
Rajasthan,Bundi,Leprosy Cured,80 Year and above,1,0,1
Maharashtra,Buldhana,Leprosy Cured,15-35 Years,1,0,1
Maharashtra,Buldhana,Leprosy Cured,35-60 Years,2,4,6
Maharashtra,Buldhana,Leprosy Cured,60-80 Years,2,0,2
Uttar Pradesh,Bulandshahr,Leprosy Cured,0-6 Years,1,0,1
Uttar Pradesh,Bulandshahr,Leprosy Cured,6-15 Years,1,0,1
Uttar Pradesh,Bulandshahr,Leprosy Cured,15-35 Years,17,12,29
Uttar Pradesh,Bulandshahr,Leprosy Cured,35-60 Years,32,21,53
Uttar Pradesh,Bulandshahr,Leprosy Cured,60-80 Years,14,9,23
Jammu And Kashmir,Budgam,Leprosy Cured,35-60 Years,0,4,4
Jammu And Kashmir,Budgam,Leprosy Cured,60-80 Years,0,1,1
Uttar Pradesh,Budaun,Leprosy Cured,15-35 Years,1,0,1
Uttar Pradesh,Budaun,Leprosy Cured,35-60 Years,12,2,14
Uttar Pradesh,Budaun,Leprosy Cured,60-80 Years,5,0,5
Odisha,Boudh,Leprosy Cured,0-6 Years,0,1,1
Odisha,Boudh,Leprosy Cured,6-15 Years,1,1,2
Odisha,Boudh,Leprosy Cured,15-35 Years,7,5,12
Odisha,Boudh,Leprosy Cured,35-60 Years,13,7,20
Odisha,Boudh,Leprosy Cured,60-80 Years,16,1,17
Gujarat,Botad,Leprosy Cured,35-60 Years,0,1,1
Assam,Bongaigaon,Leprosy Cured,15-35 Years,0,2,2
Jharkhand,Bokaro,Leprosy Cured,6-15 Years,2,0,2
Jharkhand,Bokaro,Leprosy Cured,15-35 Years,13,12,25
Jharkhand,Bokaro,Leprosy Cured,35-60 Years,23,24,47
Jharkhand,Bokaro,Leprosy Cured,60-80 Years,29,13,42
Jharkhand,Bokaro,Leprosy Cured,80 Year and above,1,1,2
Assam,Biswanath,Leprosy Cured,15-35 Years,1,0,1
West Bengal,Birbhum,Leprosy Cured,0-6 Years,1,0,1
West Bengal,Birbhum,Leprosy Cured,15-35 Years,1,0,1
Chhattisgarh,Bilaspur,Leprosy Cured,15-35 Years,1,1,2
Chhattisgarh,Bilaspur,Leprosy Cured,35-60 Years,7,3,10
Chhattisgarh,Bilaspur,Leprosy Cured,60-80 Years,3,5,8
Himachal Pradesh,Bilaspur,Leprosy Cured,15-35 Years,0,1,1
Himachal Pradesh,Bilaspur,Leprosy Cured,35-60 Years,3,1,4
Himachal Pradesh,Bilaspur,Leprosy Cured,60-80 Years,2,0,2
Uttar Pradesh,Bijnor,Leprosy Cured,6-15 Years,0,2,2
Uttar Pradesh,Bijnor,Leprosy Cured,15-35 Years,30,15,45
Uttar Pradesh,Bijnor,Leprosy Cured,35-60 Years,49,36,85
Uttar Pradesh,Bijnor,Leprosy Cured,60-80 Years,18,14,32
Uttar Pradesh,Bijnor,Leprosy Cured,80 Year and above,3,0,3
Chhattisgarh,Bijapur,Leprosy Cured,6-15 Years,0,1,1
Chhattisgarh,Bijapur,Leprosy Cured,35-60 Years,0,1,1
Chhattisgarh,Bijapur,Leprosy Cured,60-80 Years,0,1,1
Karnataka,Bidar,Leprosy Cured,6-15 Years,1,0,1
Karnataka,Bidar,Leprosy Cured,15-35 Years,8,7,15
Karnataka,Bidar,Leprosy Cured,35-60 Years,36,14,50
Karnataka,Bidar,Leprosy Cured,60-80 Years,36,17,53
Karnataka,Bidar,Leprosy Cured,80 Year and above,1,2,3
Madhya Pradesh,Bhopal,Leprosy Cured,6-15 Years,1,3,4
Madhya Pradesh,Bhopal,Leprosy Cured,15-35 Years,18,13,31
Madhya Pradesh,Bhopal,Leprosy Cured,35-60 Years,40,19,59
Madhya Pradesh,Bhopal,Leprosy Cured,60-80 Years,11,7,18
Bihar,Bhojpur,Leprosy Cured,6-15 Years,2,2,4
Bihar,Bhojpur,Leprosy Cured,15-35 Years,25,9,34
Bihar,Bhojpur,Leprosy Cured,35-60 Years,38,4,42
Bihar,Bhojpur,Leprosy Cured,60-80 Years,9,0,9
Haryana,Bhiwani,Leprosy Cured,15-35 Years,3,0,3
Haryana,Bhiwani,Leprosy Cured,35-60 Years,14,5,19
Haryana,Bhiwani,Leprosy Cured,60-80 Years,4,1,5
Madhya Pradesh,Bhind,Leprosy Cured,6-15 Years,0,2,2
Madhya Pradesh,Bhind,Leprosy Cured,15-35 Years,17,6,23
Madhya Pradesh,Bhind,Leprosy Cured,35-60 Years,50,20,70
Madhya Pradesh,Bhind,Leprosy Cured,60-80 Years,16,8,24
Rajasthan,Bhilwara,Leprosy Cured,15-35 Years,4,1,5
Rajasthan,Bhilwara,Leprosy Cured,35-60 Years,6,4,10
Rajasthan,Bhilwara,Leprosy Cured,60-80 Years,5,1,6
Gujarat,Bhavnagar,Leprosy Cured,15-35 Years,1,0,1
Gujarat,Bhavnagar,Leprosy Cured,35-60 Years,1,2,3
Gujarat,Bhavnagar,Leprosy Cured,60-80 Years,1,1,2
Gujarat,Bharuch,Leprosy Cured,35-60 Years,0,1,1
Rajasthan,Bharatpur,Leprosy Cured,6-15 Years,1,0,1
Rajasthan,Bharatpur,Leprosy Cured,15-35 Years,0,1,1
Rajasthan,Bharatpur,Leprosy Cured,35-60 Years,3,0,3
Rajasthan,Bharatpur,Leprosy Cured,60-80 Years,1,0,1
Maharashtra,Bhandara,Leprosy Cured,15-35 Years,3,0,3
Maharashtra,Bhandara,Leprosy Cured,35-60 Years,9,2,11
Maharashtra,Bhandara,Leprosy Cured,60-80 Years,5,1,6
Bihar,Bhagalpur,Leprosy Cured,6-15 Years,3,0,3
Bihar,Bhagalpur,Leprosy Cured,15-35 Years,9,4,13
Bihar,Bhagalpur,Leprosy Cured,35-60 Years,26,7,33
Bihar,Bhagalpur,Leprosy Cured,60-80 Years,10,4,14
Odisha,Bhadrak,Leprosy Cured,6-15 Years,1,0,1
Odisha,Bhadrak,Leprosy Cured,15-35 Years,1,0,1
Odisha,Bhadrak,Leprosy Cured,35-60 Years,8,6,14
Odisha,Bhadrak,Leprosy Cured,60-80 Years,10,2,12
Uttar Pradesh,Bhadohi,Leprosy Cured,6-15 Years,0,1,1
Uttar Pradesh,Bhadohi,Leprosy Cured,15-35 Years,11,2,13
Uttar Pradesh,Bhadohi,Leprosy Cured,35-60 Years,32,6,38
Uttar Pradesh,Bhadohi,Leprosy Cured,60-80 Years,15,3,18
Uttar Pradesh,Bhadohi,Leprosy Cured,80 Year and above,3,0,3
Madhya Pradesh,Betul,Leprosy Cured,6-15 Years,2,0,2
Madhya Pradesh,Betul,Leprosy Cured,15-35 Years,8,4,12
Madhya Pradesh,Betul,Leprosy Cured,35-60 Years,18,10,28
Madhya Pradesh,Betul,Leprosy Cured,60-80 Years,3,2,5
Karnataka,Bengaluru Urban,Leprosy Cured,15-35 Years,3,1,4
Karnataka,Bengaluru Urban,Leprosy Cured,35-60 Years,15,1,16
Karnataka,Bengaluru Urban,Leprosy Cured,60-80 Years,8,0,8
Karnataka,Bengaluru Urban,Leprosy Cured,80 Year and above,0,1,1
Karnataka,Bengaluru Rural,Leprosy Cured,6-15 Years,0,1,1
Karnataka,Bengaluru Rural,Leprosy Cured,15-35 Years,0,1,1
Karnataka,Bengaluru Rural,Leprosy Cured,35-60 Years,3,2,5
Karnataka,Bengaluru Rural,Leprosy Cured,60-80 Years,4,2,6
Karnataka,Bengaluru Rural,Leprosy Cured,80 Year and above,1,0,1
Chhattisgarh,Bemetara,Leprosy Cured,35-60 Years,2,0,2
Karnataka,Belagavi,Leprosy Cured,6-15 Years,2,0,2
Karnataka,Belagavi,Leprosy Cured,15-35 Years,10,7,17
Karnataka,Belagavi,Leprosy Cured,35-60 Years,31,12,43
Karnataka,Belagavi,Leprosy Cured,60-80 Years,10,6,16
Bihar,Begusarai,Leprosy Cured,6-15 Years,6,3,9
Bihar,Begusarai,Leprosy Cured,15-35 Years,8,1,9
Bihar,Begusarai,Leprosy Cured,35-60 Years,6,3,9
Bihar,Begusarai,Leprosy Cured,60-80 Years,4,0,4
Maharashtra,Beed,Leprosy Cured,6-15 Years,1,0,1
Maharashtra,Beed,Leprosy Cured,35-60 Years,5,4,9
Maharashtra,Beed,Leprosy Cured,60-80 Years,16,6,22
Maharashtra,Beed,Leprosy Cured,80 Year and above,0,1,1
Punjab,Bathinda,Leprosy Cured,15-35 Years,1,1,2
Punjab,Bathinda,Leprosy Cured,35-60 Years,5,7,12
Punjab,Bathinda,Leprosy Cured,60-80 Years,1,2,3
Uttar Pradesh,Basti,Leprosy Cured,15-35 Years,12,3,15
Uttar Pradesh,Basti,Leprosy Cured,35-60 Years,18,8,26
Uttar Pradesh,Basti,Leprosy Cured,60-80 Years,27,3,30
Chhattisgarh,Bastar,Leprosy Cured,15-35 Years,1,1,2
Chhattisgarh,Bastar,Leprosy Cured,35-60 Years,2,0,2
Madhya Pradesh,Barwani,Leprosy Cured,15-35 Years,8,8,16
Madhya Pradesh,Barwani,Leprosy Cured,35-60 Years,17,18,35
Madhya Pradesh,Barwani,Leprosy Cured,60-80 Years,6,6,12
Assam,Barpeta,Leprosy Cured,6-15 Years,0,1,1
Assam,Barpeta,Leprosy Cured,15-35 Years,1,3,4
Assam,Barpeta,Leprosy Cured,35-60 Years,2,2,4
Punjab,Barnala,Leprosy Cured,15-35 Years,2,0,2
Punjab,Barnala,Leprosy Cured,35-60 Years,2,2,4
Rajasthan,Barmer,Leprosy Cured,0-6 Years,1,0,1
Rajasthan,Barmer,Leprosy Cured,35-60 Years,2,3,5
Rajasthan,Barmer,Leprosy Cured,60-80 Years,1,0,1
Odisha,Bargarh,Leprosy Cured,6-15 Years,1,1,2
Odisha,Bargarh,Leprosy Cured,15-35 Years,1,5,6
Odisha,Bargarh,Leprosy Cured,35-60 Years,20,13,33
Odisha,Bargarh,Leprosy Cured,60-80 Years,7,2,9
Uttar Pradesh,Bareilly,Leprosy Cured,6-15 Years,2,0,2
Uttar Pradesh,Bareilly,Leprosy Cured,15-35 Years,44,9,53
Uttar Pradesh,Bareilly,Leprosy Cured,35-60 Years,46,20,66
Uttar Pradesh,Bareilly,Leprosy Cured,60-80 Years,23,4,27
Uttar Pradesh,Bareilly,Leprosy Cured,80 Year and above,3,1,4
Rajasthan,Baran,Leprosy Cured,35-60 Years,3,2,5
Rajasthan,Baran,Leprosy Cured,60-80 Years,1,0,1
Jammu And Kashmir,Baramulla,Leprosy Cured,6-15 Years,0,1,1
Jammu And Kashmir,Baramulla,Leprosy Cured,15-35 Years,2,4,6
Jammu And Kashmir,Baramulla,Leprosy Cured,35-60 Years,3,0,3
Jammu And Kashmir,Baramulla,Leprosy Cured,60-80 Years,2,0,2
Uttar Pradesh,Barabanki,Leprosy Cured,6-15 Years,2,1,3
Uttar Pradesh,Barabanki,Leprosy Cured,15-35 Years,66,37,103
Uttar Pradesh,Barabanki,Leprosy Cured,35-60 Years,104,36,140
Uttar Pradesh,Barabanki,Leprosy Cured,60-80 Years,33,5,38
Uttar Pradesh,Barabanki,Leprosy Cured,80 Year and above,2,0,2
Rajasthan,Banswara,Leprosy Cured,0-6 Years,1,0,1
Rajasthan,Banswara,Leprosy Cured,6-15 Years,2,0,2
Rajasthan,Banswara,Leprosy Cured,15-35 Years,2,1,3
Rajasthan,Banswara,Leprosy Cured,35-60 Years,8,5,13
Rajasthan,Banswara,Leprosy Cured,60-80 Years,0,1,1
Bihar,Banka,Leprosy Cured,0-6 Years,1,0,1
Bihar,Banka,Leprosy Cured,6-15 Years,1,2,3
Bihar,Banka,Leprosy Cured,15-35 Years,12,3,15
Bihar,Banka,Leprosy Cured,35-60 Years,23,8,31
Bihar,Banka,Leprosy Cured,60-80 Years,15,0,15
Jammu And Kashmir,Bandipora,Leprosy Cured,6-15 Years,0,1,1
Jammu And Kashmir,Bandipora,Leprosy Cured,15-35 Years,1,3,4
Jammu And Kashmir,Bandipora,Leprosy Cured,35-60 Years,3,2,5
Uttar Pradesh,Banda,Leprosy Cured,6-15 Years,0,2,2
Uttar Pradesh,Banda,Leprosy Cured,15-35 Years,25,9,34
Uttar Pradesh,Banda,Leprosy Cured,35-60 Years,61,9,70
Uttar Pradesh,Banda,Leprosy Cured,60-80 Years,28,8,36
Uttar Pradesh,Banda,Leprosy Cured,80 Year and above,4,0,4
Chhattisgarh,Balrampur,Leprosy Cured,15-35 Years,2,2,4
Chhattisgarh,Balrampur,Leprosy Cured,35-60 Years,5,2,7
Chhattisgarh,Balrampur,Leprosy Cured,60-80 Years,2,0,2
Uttar Pradesh,Balrampur,Leprosy Cured,6-15 Years,2,0,2
Uttar Pradesh,Balrampur,Leprosy Cured,15-35 Years,15,12,27
Uttar Pradesh,Balrampur,Leprosy Cured,35-60 Years,33,7,40
Uttar Pradesh,Balrampur,Leprosy Cured,60-80 Years,13,4,17
Uttar Pradesh,Balrampur,Leprosy Cured,80 Year and above,2,0,2
Chhattisgarh,Baloda Bazar,Leprosy Cured,6-15 Years,1,0,1
Chhattisgarh,Baloda Bazar,Leprosy Cured,15-35 Years,9,9,18
Chhattisgarh,Baloda Bazar,Leprosy Cured,35-60 Years,13,6,19
Chhattisgarh,Baloda Bazar,Leprosy Cured,60-80 Years,3,2,5
Uttar Pradesh,Ballia,Leprosy Cured,15-35 Years,26,6,32
Uttar Pradesh,Ballia,Leprosy Cured,35-60 Years,94,17,111
Uttar Pradesh,Ballia,Leprosy Cured,60-80 Years,41,5,46
Uttar Pradesh,Ballia,Leprosy Cured,80 Year and above,1,0,1
Karnataka,Ballari,Leprosy Cured,0-6 Years,1,0,1
Karnataka,Ballari,Leprosy Cured,6-15 Years,1,3,4
Karnataka,Ballari,Leprosy Cured,15-35 Years,13,11,24
Karnataka,Ballari,Leprosy Cured,35-60 Years,56,21,77
Karnataka,Ballari,Leprosy Cured,60-80 Years,17,13,30
Karnataka,Ballari,Leprosy Cured,80 Year and above,1,1,2
Odisha,Baleshwar,Leprosy Cured,0-6 Years,1,1,2
Odisha,Baleshwar,Leprosy Cured,6-15 Years,5,7,12
Odisha,Baleshwar,Leprosy Cured,15-35 Years,26,13,39
Odisha,Baleshwar,Leprosy Cured,35-60 Years,36,33,69
Odisha,Baleshwar,Leprosy Cured,60-80 Years,32,16,48
Odisha,Baleshwar,Leprosy Cured,80 Year and above,2,3,5
Odisha,Balangir,Leprosy Cured,6-15 Years,4,3,7
Odisha,Balangir,Leprosy Cured,15-35 Years,10,7,17
Odisha,Balangir,Leprosy Cured,35-60 Years,38,29,67
Odisha,Balangir,Leprosy Cured,60-80 Years,36,38,74
Odisha,Balangir,Leprosy Cured,80 Year and above,4,3,7
Madhya Pradesh,Balaghat,Leprosy Cured,6-15 Years,4,1,5
Madhya Pradesh,Balaghat,Leprosy Cured,15-35 Years,12,13,25
Madhya Pradesh,Balaghat,Leprosy Cured,35-60 Years,23,10,33
Madhya Pradesh,Balaghat,Leprosy Cured,60-80 Years,7,5,12
Madhya Pradesh,Balaghat,Leprosy Cured,80 Year and above,0,1,1
Assam,Baksa,Leprosy Cured,15-35 Years,1,0,1
Uttar Pradesh,Bahraich,Leprosy Cured,15-35 Years,61,17,78
Uttar Pradesh,Bahraich,Leprosy Cured,35-60 Years,218,39,257
Uttar Pradesh,Bahraich,Leprosy Cured,60-80 Years,122,14,136
Uttar Pradesh,Bahraich,Leprosy Cured,80 Year and above,3,3,6
Uttar Pradesh,Baghpat,Leprosy Cured,6-15 Years,1,0,1
Uttar Pradesh,Baghpat,Leprosy Cured,15-35 Years,13,8,21
Uttar Pradesh,Baghpat,Leprosy Cured,35-60 Years,12,7,19
Uttar Pradesh,Baghpat,Leprosy Cured,60-80 Years,3,0,3
Uttarakhand,Bageshwar,Leprosy Cured,35-60 Years,1,0,1
Uttarakhand,Bageshwar,Leprosy Cured,60-80 Years,1,0,1
Karnataka,Bagalkote,Leprosy Cured,15-35 Years,2,1,3
Karnataka,Bagalkote,Leprosy Cured,35-60 Years,20,10,30
Karnataka,Bagalkote,Leprosy Cured,60-80 Years,7,2,9
Karnataka,Bagalkote,Leprosy Cured,80 Year and above,2,1,3
Uttar Pradesh,Azamgarh,Leprosy Cured,15-35 Years,17,4,21
Uttar Pradesh,Azamgarh,Leprosy Cured,35-60 Years,19,11,30
Uttar Pradesh,Azamgarh,Leprosy Cured,60-80 Years,20,3,23
Uttar Pradesh,Azamgarh,Leprosy Cured,80 Year and above,4,1,5
Uttar Pradesh,Ayodhya,Leprosy Cured,15-35 Years,6,1,7
Uttar Pradesh,Ayodhya,Leprosy Cured,35-60 Years,18,7,25
Uttar Pradesh,Ayodhya,Leprosy Cured,60-80 Years,18,2,20
Bihar,Aurangabad,Leprosy Cured,6-15 Years,1,1,2
Bihar,Aurangabad,Leprosy Cured,15-35 Years,24,7,31
Bihar,Aurangabad,Leprosy Cured,35-60 Years,28,10,38
Bihar,Aurangabad,Leprosy Cured,60-80 Years,9,1,10
Maharashtra,Aurangabad,Leprosy Cured,35-60 Years,7,1,8
Maharashtra,Aurangabad,Leprosy Cured,80 Year and above,1,0,1
Uttar Pradesh,Auraiya,Leprosy Cured,15-35 Years,9,3,12
Uttar Pradesh,Auraiya,Leprosy Cured,35-60 Years,26,10,36
Uttar Pradesh,Auraiya,Leprosy Cured,60-80 Years,15,2,17
Uttar Pradesh,Auraiya,Leprosy Cured,80 Year and above,1,0,1
Madhya Pradesh,Ashoknagar,Leprosy Cured,15-35 Years,4,1,5
Madhya Pradesh,Ashoknagar,Leprosy Cured,35-60 Years,4,2,6
Madhya Pradesh,Ashoknagar,Leprosy Cured,60-80 Years,1,1,2
Bihar,Arwal,Leprosy Cured,15-35 Years,4,0,4
Bihar,Arwal,Leprosy Cured,35-60 Years,11,2,13
Bihar,Arwal,Leprosy Cured,60-80 Years,3,1,4
Gujarat,Arvalli,Leprosy Cured,35-60 Years,1,0,1
Tamil Nadu,Ariyalur,Leprosy Cured,15-35 Years,2,3,5
Tamil Nadu,Ariyalur,Leprosy Cured,35-60 Years,32,10,42
Tamil Nadu,Ariyalur,Leprosy Cured,60-80 Years,72,35,107
Tamil Nadu,Ariyalur,Leprosy Cured,80 Year and above,10,1,11
Bihar,Araria,Leprosy Cured,6-15 Years,1,1,2
Bihar,Araria,Leprosy Cured,15-35 Years,10,1,11
Bihar,Araria,Leprosy Cured,35-60 Years,8,0,8
Bihar,Araria,Leprosy Cured,60-80 Years,3,0,3
Madhya Pradesh,Anuppur,Leprosy Cured,15-35 Years,5,2,7
Madhya Pradesh,Anuppur,Leprosy Cured,35-60 Years,7,4,11
Odisha,Anugul,Leprosy Cured,6-15 Years,1,1,2
Odisha,Anugul,Leprosy Cured,15-35 Years,7,1,8
Odisha,Anugul,Leprosy Cured,35-60 Years,29,13,42
Odisha,Anugul,Leprosy Cured,60-80 Years,14,10,24
Odisha,Anugul,Leprosy Cured,80 Year and above,1,0,1
Jammu And Kashmir,Anantnag,Leprosy Cured,6-15 Years,1,0,1
Jammu And Kashmir,Anantnag,Leprosy Cured,35-60 Years,1,0,1
Gujarat,Anand,Leprosy Cured,35-60 Years,3,2,5
Gujarat,Anand,Leprosy Cured,60-80 Years,4,0,4
Uttar Pradesh,Amroha,Leprosy Cured,6-15 Years,1,1,2
Uttar Pradesh,Amroha,Leprosy Cured,15-35 Years,37,16,53
Uttar Pradesh,Amroha,Leprosy Cured,35-60 Years,52,17,69
Uttar Pradesh,Amroha,Leprosy Cured,60-80 Years,11,5,16
Uttar Pradesh,Amroha,Leprosy Cured,80 Year and above,1,0,1
Punjab,Amritsar,Leprosy Cured,15-35 Years,2,2,4
Punjab,Amritsar,Leprosy Cured,35-60 Years,4,0,4
Punjab,Amritsar,Leprosy Cured,60-80 Years,1,1,2
Gujarat,Amreli,Leprosy Cured,15-35 Years,2,1,3
Gujarat,Amreli,Leprosy Cured,35-60 Years,1,1,2
Maharashtra,Amravati,Leprosy Cured,6-15 Years,1,1,2
Maharashtra,Amravati,Leprosy Cured,15-35 Years,2,1,3
Maharashtra,Amravati,Leprosy Cured,35-60 Years,20,13,33
Maharashtra,Amravati,Leprosy Cured,60-80 Years,18,26,44
Maharashtra,Amravati,Leprosy Cured,80 Year and above,9,3,12
Uttar Pradesh,Amethi,Leprosy Cured,6-15 Years,1,1,2
Uttar Pradesh,Amethi,Leprosy Cured,15-35 Years,8,4,12
Uttar Pradesh,Amethi,Leprosy Cured,35-60 Years,17,4,21
Uttar Pradesh,Amethi,Leprosy Cured,60-80 Years,13,4,17
Uttar Pradesh,Amethi,Leprosy Cured,80 Year and above,2,0,2
Uttar Pradesh,Ambedkar Nagar,Leprosy Cured,15-35 Years,10,5,15
Uttar Pradesh,Ambedkar Nagar,Leprosy Cured,35-60 Years,29,7,36
Uttar Pradesh,Ambedkar Nagar,Leprosy Cured,60-80 Years,10,1,11
Uttar Pradesh,Ambedkar Nagar,Leprosy Cured,80 Year and above,1,0,1
Haryana,Ambala,Leprosy Cured,35-60 Years,5,8,13
Rajasthan,Alwar,Leprosy Cured,15-35 Years,1,4,5
Rajasthan,Alwar,Leprosy Cured,35-60 Years,5,5,10
Rajasthan,Alwar,Leprosy Cured,80 Year and above,1,0,1
Uttarakhand,Almora,Leprosy Cured,15-35 Years,1,0,1
Uttarakhand,Almora,Leprosy Cured,35-60 Years,1,0,1
Uttarakhand,Almora,Leprosy Cured,60-80 Years,5,1,6
Madhya Pradesh,Alirajpur,Leprosy Cured,15-35 Years,0,1,1
Madhya Pradesh,Alirajpur,Leprosy Cured,35-60 Years,3,1,4
Madhya Pradesh,Alirajpur,Leprosy Cured,60-80 Years,1,0,1
Uttar Pradesh,Aligarh,Leprosy Cured,15-35 Years,21,3,24
Uttar Pradesh,Aligarh,Leprosy Cured,35-60 Years,21,11,32
Uttar Pradesh,Aligarh,Leprosy Cured,60-80 Years,8,3,11
Kerala,Alappuzha,Leprosy Cured,35-60 Years,2,1,3
Kerala,Alappuzha,Leprosy Cured,60-80 Years,1,0,1
